product-code,product-category,ProductName,price,brand,Description,ImageURL
MAKBL1820B,Electric and Cordless Tools,Makita - MAKBL1820B MFG Part # BL1820,$79.00,Makita,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>Integrated L.E.D. battery charge level indicator allows user to monitor battery charge</li> <li>Reaches full charge in 25 minutes or less</li> <li>Compatible only with Star Protection tools, indicated by the Star Symbol™ and/or Yellow Battery Receiver under the tool</li> <li>Battery delivers consistent power and run time in extreme temperatures, even in winter (-4°F/-20°C)</li> <li>Equipped with Star Protection Computer Controls™ to protect against overloading, over-discharging and over-heating</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAKBL1820B-2T.jpg?v-cache=1570177117
MAK9557NB,Electric and Cordless Tools,Makita - MAK9557NB MFG Part # 9557NB,$82.18,Makita,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p>7.5 AMP motor for high output power in a more compact tool (only 4.5 lbs.). AC/DC switch for use with alternative power source.</p><p></p> <ul><li>Small diameter barrel grip (only 2-1/2"") for added comfort</li><li>Labyrinth construction seals and protects the motor and bearings from dust and debris for longer tool life</li><li>Protective zig-zig varnish seals the armature from dust and debris for longer tool life</li><li>Thicker coil wires are wound more closely to reduce heat and energy loss</li><li>All-ball bearing design and metal Gearwrench housing for durability</li></ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAK9557NB-2T.jpg?v-cache=1570177117
ACDAB2027LA-2,Electric and Cordless Tools,AC Delco ACDAB2027LA-3,$82.78,AC,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p> <ul> <li>20V 4.0Ah compatible with all ACDelco 20V power tools</li> <li>Li-ion battery cells provide low self-discharge &amp; no memory effect</li> <li>Li-ion battery cells provide excellent performance: higher cell capacity per unit weight</li> <li>Thermal protection circuit prevents charging battery cells from damage caused by extreme temperature conditions</li> </ul> <p>Great to have that extra when needed to finish your job!</p> <p> </p> <p> </p> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/ACDAB2027LA-2-2T.jpg?v-cache=1570177117
ACDAB2027LA,Electric and Cordless Tools,AC Delco ACDAB2027LA,$83.33,AC,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p> <ul> <li>Compatible with all ACDelco 20V power tools</li> <li>Li-ion battery cells provide low self-discharge &amp; no memory effect</li> <li>Li-ion battery cells provide excellent performance: higher cell capacity per unit weight</li> <li>Thermal protection circuit prevents charging battery cells from damage caused by extreme temperature conditions</li> </ul> <p> </p> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/ACDAB2027LA-2T.jpg?v-cache=1570177117
KTI73975,Electric and Cordless Tools,K Tool International - KTI73975 MFG Part # ZRB/BPGG/19L,$83.54,K,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p><ul><li>Rechargeable Li Ion battery for Cordless Grease Gun (KTI73970)</li><li>1.5 Ah</li><li>19.2-Volt</li><li>Also compatible with KTI72215</li></ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/KTI73975-2T.jpg?v-cache=1570177117
IRTW7150-K93,Electric and Cordless Tools,Ingersoll Rand Trigger,$86.66,Ingersoll,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Ingersoll Rand IRTW7150-K93 </h1><br/><br/><p>Trigger</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/templates/eauto/images/nophoto.gif?v-cache=1570177117
VIMHDA1,Electric and Cordless Tools,Vim Products Hammer Drill Adapter,$87.10,Vim,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Vim Products VIMHDA1 </h1><br/><br/><p><strong>Features and Benefits</strong></p> <ul> <li>Turns any drill into a Hammer Drill</li> <li>SDS Quick Coupler System</li> <li>4 SDS Shank Carbide Tipped Drills</li> <li>“T” handle included</li> <li>Heavy duty carrying case</li> <li>Lifetime warranty</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/VIMHDA1-2T.jpg?v-cache=1570177117
BFOMEG300,Electric and Cordless Tools,New Buffalo Corporation 350 Watt Electric Meat Grinder,$87.18,New,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>New Buffalo Corporation BFOMEG300 </h1><br/><br/><p>Process your own sausage, bratwurst and hamburgers with ease using the Sportsman Series Electric Meat Grinder. Blend meat with your favorite seasonings for fresh and healthy homemade meals. Use your own casing for homemade sausage, pepperoni and bratwurst. Add your own spices and seasonings to make each recipe just the way you like it. You can even grind vegetables to prepare great tasting meals. This 350-Watt Meat Grinder can grind up to 100 pounds per hour, and features a forward/reverse button to help prevent jamming. The classic design with silver accents is durable, easy to clean, and has a contemporary look that fits in any kitchen. Cleaning is easy with removable cutting blades and a detachable stainless steel food tray. Includes all the attachments and tools you need to begin grinding your own fresh meat, fowl, or wild game: 3 Cutting Plates (Fine, Medium, Coarse), 1 Kubbe Attachment, 1 Food Stuffer, 1 Sausage Tube.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/BFOMEG300-2T.jpg?v-cache=1570177117
MAK9558PB,Electric and Cordless Tools,Makita - MAK9558PB MFG Part # 9558PB,$90.84,Makita,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p>Powerful 7.5 AMP motor for high output power in a more compact tool (only 4.6 lbs.). Small diameter barrel grip (only 2-1/2"") for added comfort. Labyrinth construction seals and protects the motor and bearings from dust and debris for longer tool life.</p><p></p> <ul><li>AC/DC switch for use with alternative power source</li><li>Protective zig-zig varnish seals the armature from dust and debris for longer tool life</li><li>Large paddle switch for comfortable operation</li><li>Thicker coil wires are wound more closely to reduce heat and energy loss</li><li>All-ball bearing design and metal Gearwrench housing for durability</li></ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAK9558PB-2T.jpg?v-cache=1570177117
MAKWT01ZW,Electric and Cordless Tools,"Makita 12V max Li-Ion  3/8"" Impact Wrench, Tool Only",$93.63,Makita,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Makita MAKWT01ZW </h1><br/><br/><p><strong>Features and Benefits</strong></p> <ul> <li>Makita-Built Motor Delivers 1,000 in-lbs. of max torque</li> <li>Variable speed (0-2,300 RPM &amp; 0-3,000 IPM) for a wide range of fastening applications</li> <li>Compact and ergonomic design at only 6-3/8"" long</li> <li>Weighs only 2.1 lbs. with battery (battery not included) for reduced operator fatigue</li> <li>Built-in L.E.D. light illuminates the work area</li> <li>Rubberized soft grip handle provides increased comfort on the job</li> <li>Convenient 3/8"" square drive for quick socket changes</li> <li>Ergonomic shape fits like a glove with even pressure and easy control</li> <li>Makita's proprietary hammer and anvil are made using the highest quality steel and heat hardened to last longer</li> <li>Makita 12V max Lithium-Ion batteries provide longer run time and lower self-discharge (battery and charger not included)</li> <li>Built for maintenance professionals, repairmen, remodelers,  electricians, and general contractors who require a compact fastening  solution</li> <li>3-year warranty on tool</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAKWT01ZW-2T.jpg?v-cache=1570177117
MAKWT04Z,Electric and Cordless Tools,Makita - MAKWT04Z MFG Part # WT04Z,$94.72,Makita,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p><ul><li>Variable speed (0-2,600 RPM &amp; 0-3,200 IPM) for a wide range of fastening applications</li><li>Makita-Built Motor Delivers 44 ft.lbs. of Max Torque</li><li>Ultra-compact design at only 6-3/8"" long and weighs only 2.3 lbs. with battery for reduced operator fatigue (battery not included)</li><li>Ergonomically designed handle with rubberized soft grip provides increased comfort</li><li>Ideal for working in tight spaces and overhead applications</li></ul>The  Makita 12V max CXT® Cordless 1/4” Impact Wrench, Tool Only (WT04Z)  delivers power and speed in a compact size for efficient fastening. It  is an ideal solution for working in tight spaces and overhead  applications.  <p>With  Makita 12V max CXT® Lithium-Ion slide-style batteries (sold  separately), users get superior balance and ergonomics over pod-style  batteries. For longer run time, 12V max CXT® cordless tools are also  compatible with the 12V max CXT® Lithium-Ion 4.0Ah battery (BL1041B).  12V max CXT® Lithium-Ion batteries are engineered with a Battery  Protection Circuit that protects against overloading, over-discharging  and over-heating. It’s part of the expanding 12V max CXT® series,  combining performance with superior ergonomics in a compact size. </p><p>The  12V max CXT® 1/4” Impact Wrench weighs only 2.3 lbs. (with 2.0Ah  battery, sold separately), with variable speed (0-2,600 RPM &amp;  0-3,200 IPM) and 44 ft.lbs. of Max Torque. Makita’s entire line-up of  impact drivers and impact wrenches including the WT04Z is engineered  with a proprietary hammer and anvil impact mechanism that is  manufactured using the best raw materials with the highest quality  steel, as well as a unique heat-hardening process for maximum fastening  and driving power.</p><p></p><p></p><p></p><p></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAKWT04Z-2T.jpg?v-cache=1570177117
DWTDCL043,Electric and Cordless Tools,Dewalt Tools 20V MAX LED SPOTLIGHT,$97.62,Dewalt,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Dewalt Tools DWTDCL043 </h1><br/><br/><p></p> <ul> <li>3 bright LEDs illuminate dark jobsite work areas</li> <li>1 bright Red LED to preserve night vision</li> <li>2 brightness settings provide flexibility for maximum light output or extended run-time</li> <li>90-degree pivoting head provides versatility for lighting work surfaces</li> <li>Pivoting head allows for hands-free operation and light to be projected in multiple directions while standing on its base</li> <li>Distance - Can be seen up to 508 yards or 1,525 feet</li> <li>Belt hook to provide increased versatility for transportation and a hands-free use in multiple placements</li> <li>Integral hook for hands-free use in multiple placements</li> <li>Over-molded lens cover provides increased durability and a non-maring surface for the job site</li> </ul> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/DWTDCL043-2T.jpg?v-cache=1570177117
MAKBL1830B,Electric and Cordless Tools,Makita - MAKBL1830B MFG Part # BL1830B,$99.00,Makita,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p> <ul> <li>Integrated L.E.D. battery charge level indicator allows user to monitor battery charge</li> <li>Reaches full charge in 30 minutes or less</li> <li>Compatible only with Makita 18V Lithium-Ion tools with Star Symbol™ and/or Yellow Battery Receivers</li> <li>Impact-resistant outer case and shock-absorbing inner-liner are engineered to protect the battery</li> <li>3 year limited warranty</li> </ul> <p>Integrated L.E.D. battery charge level indicator allows user to monitor battery charge Reaches full charge in 30 minutes or less Compatible only with Star Protection tools, indicated by the Star Symbol™ and/or Yellow Battery Receiver under the tool Battery delivers consistent power and run time in extreme temperatures, even in winter (-4°F/-20°C) Equipped with Star Protection Computer Controls™ to protect against overloading, over-discharging and over-heating Impact-resistant outer case and shock-absorbing inner-liner are engineered to protect the battery Sixteen contact terminals maintain a constant connection with the tool to help prevent power loss or fluctuation, even during high-vibration applications Battery resists self-discharge and remains ready for use even after long periods of storage Makita 18V Lithium-Ion is the world’s largest cordless tool line-up powered by an 18V Lithium-Ion slide-style battery Makita technology delivers category-leading charge time so the battery spends more time working and less time sitting on the charger (charger not included) 3-year limited warranty</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAKBL1830B-2T.jpg?v-cache=1570177117
MLW310G-L,Electric and Cordless Tools,Milwaukee Electric Tools - MLW310G-L MFG Part # 310G-L,$99.00,Milwaukee,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
Features &amp; Benefits:</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/templates/eauto/images/nophoto.gif?v-cache=1570177117
MLW310G-M,Electric and Cordless Tools,Milwaukee Electric Tools - MLW310G-M MFG Part # 310G-M,$99.00,Milwaukee,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
Features &amp; Benefits:</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/templates/eauto/images/nophoto.gif?v-cache=1570177117
MLW310G-S,Electric and Cordless Tools,Milwaukee Electric Tools - MLW310G-S MFG Part # 310G-S,$99.00,Milwaukee,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
Features &amp; Benefits:</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/templates/eauto/images/nophoto.gif?v-cache=1570177117
MLW310G-XL,Electric and Cordless Tools,Milwaukee Electric Tools - MLW310G-XL MFG Part # 310G-XL,$99.00,Milwaukee,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
Features &amp; Benefits:</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/templates/eauto/images/nophoto.gif?v-cache=1570177117
MLW310G-2X,Electric and Cordless Tools,Milwaukee Electric Tools - MLW310G-2X MFG Part # 310G-2X,$99.00,Milwaukee,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p><p>2.5 LAYER RAIN SHELL (GRAY) 2X</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MLW310G-2X-2T.jpg?v-cache=1570177117
MLW48-11-1835,Electric and Cordless Tools,Milwaukee Electric Tools - MLW48-11-1835 MFG Part # 48-11-1835,$99.00,Milwaukee,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p><ul><li>50% more power &amp; runs 50% cooler</li><li>Provides the power of an XC battery in a compact size</li><li>Fully compatible with the M18™ system, featuring over 175+ tools</li><li>REDLINK™ Intelligence: M18™ battery circuitry provides optimized performance and overload protection using total system communication between tool, battery and charger</li><li>Best-in-class construction: Offers long-lasting performance and the best protection against jobsite, weather and environmental conditions</li></ul><p>The  MILWAUKEE® M18™ REDLITHIUM™ HIGH OUTPUT™ CP3.0 Battery Pack provides  50% more power and runs 50% cooler vs M18™ REDLITHIUM™ CP battery packs.  This increased performance results in the same power and runtime of a  M18™ REDLITHIUM™ XC battery in a lighter and more compact package. The  18-volt battery pack delivers fade-free power and runs substantially  cooler through heavy applications, allowing trade professionals to push  their cordless tools throughout a wide application range. The  REDLITHIUM™ HIGH OUTPUT™ CP3.0 battery is fully compatible with all 175+  Milwaukee M18™ solutions.</p><p></p><p></p><p></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MLW48-11-1835-2T.jpg?v-cache=1570177117
CPT20CHU,Electric and Cordless Tools,Chicago Pneumatic - CPT20CHU MFG Part # 20CHU,$99.08,Chicago,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>90 minute charging time</li> <li>4.0 Amp. Hour</li> <li>Lightweight</li> <li>Compact</li> </ul> <p>CP20CHU 20V CHARGER US</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/CPT20CHU-2T.jpg?v-cache=1570177117
DWTDWE402,Electric and Cordless Tools,"Dewalt Tools 4-1/2"" ANGLE GRINDER",$99.31,Dewalt,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Dewalt Tools DWTDWE402 </h1><br/><br/><p></p> <ul> <li>Large spiral bevel gear provides long transmission life</li> <li>1-touch guard allows for 360° rotation of the guard with a single action</li> <li>Quick-change wheel release allows tool free wheel removal without need for a wrench</li> <li>Top mounted and protected spindle lock button maximizes depth of cut without compromising durability</li> <li>Auto-off brushes shut the tool down when the brushes need replacing to avoid tool damage</li> </ul> <p>The DEWALT DWE402 angle grinder features an 11 Amp AC/DC 11,000 RPM motor that provides excellent power to weight/size ratio. This grinder is designed with DEWALT Dust Ejection System that increases durability by ejecting damaging dust and debris particles that enter the tool. Oversized brushes provide longer brush life.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/DWTDWE402-2T.jpg?v-cache=1570177117
MAKXRM08B,Electric and Cordless Tools,Makita - MAKXRM08B MFG Part # XRM08B,$100.17,Makita,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p> <ul> <li>Equipped with Bluetooth to wirelessly connect your mobile device to play music at a distance up to 33 ft.</li> <li>Speaker is operated by menu controls located on the front of the unit</li> <li>Up to 32 hours of continuous operation in auxiliary mode and 31 hours with Bluetooth function enabled</li> <li>One auxiliary port for MP3 compatibility, one USB port for charging your mobile device and AC adapter jack for powering speaker</li> <li>Water and dust resistant construction is engineered for improved operation in harsh job site conditions</li> </ul> <p>Bring rich sound to wherever the job takes you with the versatile and durable 18V LXT®/12V max CXT™ Lithium-Ion Cordless Bluetooth® Job Site Speaker (XRM08B, tool only). The XRM08B is equipped with Bluetooth® to wirelessly connect to mobile devices. In addition, it has one auxiliary port for MP3 compatibility and one USB port for charging mobile devices. For maximum versatility it can be powered by Makita 12V max CXT™ or 18V LXT® Lithium-Ion batteries, or with the AC adapter jack (optional). For improved operation in harsh job site conditions the XRM08B features water and dust resistant construction, with protective bumpers for added durability.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAKXRM08B-2T.jpg?v-cache=1570177117
MAKWT02Z,Electric and Cordless Tools,Makita Product Code MAKWT02Z,$101.10,Makita,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<span style=""font-face:Times New Roman;font-size:medium;""><strong><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Features &amp; Benefits:</span></span></strong></span><span style=""font-face:Times New Roman;font-size:medium;"">  </span><ul><li><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Delivers 103 ft.lbs. of Max Torque and 200 ft.lbs. of Nut-Busting Torque</span></span></li><li><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Variable speed (0-2,600 RPM &amp; 0-3,200 IPM) for a wide range of fastening applications</span></span></li><li><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Ultra-compact design at only 6-3/8"" long and weighs only 2.3 lbs. with battery for reduced operator fatigue (battery not included)</span></span></li><li><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Built-in L.E.D. light illuminates the work area</span></span></li><li><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Ergonomically designed handle with rubberized soft grip provides increased comfort</span></span></li><li><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Ideal for working in tight spaces and overhead applications</span></span></li><li><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Convenient 3/8"" square drive for quick socket changes</span></span></li><li><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Makita's proprietary hammer and anvil are made using the highest quality steel and heat hardened to last longer</span></span></li><li><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">12V slide battery design enables the tool to stand on its own for user convenience</span></span></li><li><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Part of the expanding 12V max CXT® series, combining performance with superior ergonomics in a compact size</span></span></li></ul><span style=""font-face:Times New Roman;font-size:medium;""></span><span style=""font-face:Times New Roman;font-size:medium;""> </span><span style=""font-face:Times New Roman;font-size:medium;""> </span><span style=""font-face:Times New Roman;font-size:medium;""> </span><span style=""font-face:Times New Roman;font-size:medium;""> </span><span style=""font-face:Times New Roman;font-size:medium;""> </span><span style=""font-face:Times New Roman;font-size:medium;""> </span><span style=""font-face:Times New Roman;font-size:medium;""> </span><span style=""font-face:Times New Roman;font-size:medium;""> </span><span style=""font-face:Times New Roman;font-size:medium;""> </span></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAKWT02Z-2T.jpg
CPT12CHU,Electric and Cordless Tools,Chicago Pneumatic - CPT12CHU MFG Part # 12CHU,$102.34,Chicago,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>30 minute charging time</li> <li>1.5 Amp. Hour</li> <li>Lightweight</li> <li>Compact</li> </ul> <p>CP12CHU 12V CHARGER US</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/CPT12CHU-2T.jpg?v-cache=1570177117
DWTDCB118,Electric and Cordless Tools,Dewalt Tools FAST CHARGER,$104.43,Dewalt,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Dewalt Tools DWTDCB118 </h1><br/><br/><p></p> <ul> <li>Compatible with all 20V MAX* and 60V MAX* DEWALT BATTERIES</li> <li>Internal Fan pulls air across battery to cool and reduce hot/cold pack delays</li> <li>This fan assisted cooling results in faster charge times and reduced downtime in the field</li> <li>The charge rate is 8 amps for Premium Batteries and 4 amps for Compact Batteries</li> </ul> <p>The DCB118 Fast Charger is a fan-cooled charging that is compatible with 20V MAX Batteries and the new 20V/60 MAX Battery. The charge rate is 8 amps for Premium Batteries and 4 amps for Compact Batteries</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/DWTDCB118-2T.jpg?v-cache=1570177117
DRE3000-2/28,Electric and Cordless Tools,Dremel - DRE3000-2/28 MFG Part # 401827,$105.41,Dremel,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p>Dremel 3000 Rotary Tool 2 Attachments/28 Access</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/templates/eauto/images/nophoto.gif?v-cache=1570177117
MAKDML805,Electric and Cordless Tools,Makita 18V LED FLOOD LIGHT,$106.67,Makita,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Makita MAKDML805 </h1><br/><br/><p></p> <ul> <li>L.E.D. Lights deliver bright and even lighting for large workspaces</li> <li>2-mode operation: delivers 750 lumens on high mode or 450 lumens on low mode</li> <li>Up to 8.5 hours of continuous illumination with a 5.0Ah 18V LXT® battery on high mode (battery and charger not included)</li> <li>Extreme Protection Technology (XPT™) is engineered for improved dust and water resistance for operation in harsh conditions (only with DC power)</li> <li>L.E.D. lights effectively illuminate work area without the high heat of halogens</li> <li>Adjusting knobs enable the user to direct the flood light to desired angle</li> </ul> <p>User can choose between battery or corded operation; compatible with 18V LXT® batteries (battery not included)<br/> Back up power is provided by an 18V LXT® battery and keeps the flood light on if AC power is lost (charged battery must be installed).  AC cord is easily stored and wrapped around mounting stand base.  Integrated handle can be used as a hanging hook for user convenience.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAKDML805-2T.jpg?v-cache=1570177117
MAK6408K,Electric and Cordless Tools,Makita MAK6408K,$108.00,Makita,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p>3/8"" Drill with a powerful 4.9 AMP motor.   Variable speed (0-2,500 RPM) for drilling in a wide variety of materials.  Keyless chuck for fast and easy bit installation and removal.  Large trigger switch for comfortable operation. Low decibel rating (79dB) for quieter operation.</p><p></p> <ul><li>In-line handle design for better control</li><li>Large recessed lock-on button</li><li>Reversing switch is conveniently located</li><li>All-ball bearing construction for durability and longer tool life</li><li>Includes tool case for convenient storage of tool</li></ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAK6408K-2T.jpg?v-cache=1570177117
DWTDWE402N,Electric and Cordless Tools,Dewalt Tools - DWTDWE402N MFG Part # dwe402N,$108.88,Dewalt,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p> <ul> <li>11 Amp AC/DC 11,000 RPM motor designer for faster material removal and higher overload protection</li> <li>Dust Ejection System provides durability by ejecting damaging dust and debris particles that enter the tool through the air intake vents</li> <li>Low profile gear case allows for access into tighter spaces</li> <li>Quick-Change wheel release provides easier and quicker wheel removal without the need for a wrench</li> </ul> <p>The DWE402N 4-1/2"" (115mm) Small Angle Grinder W/ No Lock-On features three powerful systems for maximizing performance such as the Dust Ejection System for preventing damaging dust from entering the tool, One-Touch Guard for 360-degree rotation, and Quick-Change Wheel Release for easy wheel removal.</p> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/templates/eauto/images/nophoto.gif?v-cache=1570177117
IRTW7150-K54,Electric and Cordless Tools,Ingersoll Rand Electric Motor,$111.06,Ingersoll,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Ingersoll Rand IRTW7150-K54 </h1><br/><br/><p>Electric Motor</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/templates/eauto/images/nophoto.gif?v-cache=1570177117
